ID,Name,Concepticon_ID,Concepticon_Gloss,NorthEuraLex_Gloss,German,English,Russian
774_goaway,go away,1752.0,LEAVE,weggehen::VI,weggehen [einen Ort verlassen],go away [leave a place],уйти [удалиться откуда-либо]
775_depart,depart,,,abreisen::VI,abreisen [sich auf einen Weg begeben],depart [set out on a journey],отправиться [начать путь]
776_stop,stop,2880.0,HALT (STOP),anhalten::VI,anhalten [stehenbleiben],stop [cease moving],остановиться [прекратить двигаться]
777_goin,go in,749.0,ENTER,hineingehen::VI,hineingehen [einen Ort betreten],go in [go into an enclosed space],входить [вступать в помещение]
778_enter,enter,,,eintreten::VI,"eintreten [betreten, BSP:Gebäude, Raum]","enter [EX:a building, a room]","войти [НАПР:в здание, в комнату]"
779_come,come,1446.0,COME,kommen::VI,kommen [sich hierher begeben],come [move here],прийти [двигаться сюда]
780_arrive,arrive,1387.0,ARRIVE,ankommen::VI,ankommen [sein Ziel erreichen],arrive [reach one's destination],прибыть [достигнуть пункта назначения]
781_comeback,come back,581.0,COME BACK,zurückkommen::VI,zurückkommen [wieder an den Ausgangspunkt kommen],come back [return to a place],возвратиться [вернуться на то же место]
782_stay,stay,987.0,REMAIN,bleiben::VI,bleiben [an einem Ort],stay [remain in a place],остаться [в прежнем месте]
783_wait,wait,1590.0,WAIT (FOR),warten::VI,"warten [untätig sein, bis etwas passiert]",wait [delay action until something happens],"ожидать [проводить время, ожидая какого-то события НАПР:ждать грозы]"
784_await,await,,,erwarten[Person]::VT,erwarten [auf jemanden warten],await [wait for someone],ждать [кого-либо]
785_lookfor,look for,1468.0,LOOK FOR,suchen::VT,suchen [versuchen zu finden],"look for [seek, attempt to find]",искать [пытаться найти]
786_find,find,719.0,FIND,finden::VT,finden [etwas Gesuchtes],find [locate something searched for],найти [в результате поисков]
787_try,try,1812.0,TRY,versuchen::VT,versuchen [etwas zu tun],try [attempt],пытаться []
788_prepare,prepare,2909.0,PREPARE,vorbereiten::VT,vorbereiten [bereitmachen],"prepare [make ready, set up]",подготовить [НАПР:материал для работы]
789_love,love,923.0,LOVE,lieben::VT,lieben [innige Zuneigung empfinden für],love [have a strong affection for],любить [быть преданным кому-либо]
790_like,like,1117.0,LIKE,mögen::VT,mögen [gern haben],"like [favor, be in favor of]","любить [испытывать чувство симпатии к кому-либо, чему-либо]"
791_laugh,laugh,1355.0,LAUGH,lachen::VI,lachen [],laugh [],смеяться []
792_move,move,2873.0,MOVE (AFFECT EMOTIONALLY),rühren[Mensch]::VT,"rühren [innerlich, emotional]",move [arouse the feelings of],"растрогать [вызвать чувствa, приятно взволновать]"
793_weepcry,"weep, cry",1839.0,CRY,weinen::VI,weinen [Tränen vergießen],"weep, cry [shed tears]",плакать [проливать слёзы]
794_grumble,grumble,,,schimpfen::VI,schimpfen [seinen Ärger kundtun],grumble [complain in a surly manner],ругаться [браниться]
795_beannoyed,be annoyed,2223.0,BE ANGRY,sich_ärgern::VI,sich_ärgern [verärgert sein],be annoyed [be irritated],сердиться [испытывать раздражение]
796_beafraid,be afraid,1419.0,FEAR (BE AFRAID),sich_fürchten::VI,sich_fürchten [Angst haben],be afraid [be frightened],"бояться, опасаться [испытывать боязнь]"
797_beafraidof,be afraid of,,,fürchten::VT,fürchten [sich fürchten vor],be afraid of [fear],"бояться, страшиться [чего-либо]"
798_flee,flee,956.0,FLEE,fliehen::VI,"fliehen [weglaufen, sich retten]",flee [run away],"убегать [удаляться бегом, спасаться бегством]"
799_escape,escape,1615.0,ESCAPE,flüchten::VI,"flüchten [entkommen, BSP:aus Gefangenschaft]","escape [get away, BSP:from captivity]","убежать, сбежать [совершить побег]"
800_see,see,1409.0,SEE,sehen::VT,sehen [mit den Augen wahrnehmen],see [perceive with the eyes],видеть [воспринимать зрением]
801_lookat,look at,1819.0,LOOK,anschauen::VT,anschauen [den Blick richten auf],look at [turn the eyes toward],посмотреть [направить взгляд на]
802_watch,watch,1650.0,WATCH,ansehen::VT,ansehen [BSP:Film],"watch [view for a period of time, EX:movie]","смотреть [быть зрителем чего-либо, НАПР:фильма]"
803_hear,hear,1408.0,HEAR,hören::VT,hören [mit den Ohren wahrnehmen],hear [perceive with the ears],слышать [воспринимать звуки чего-либо]
804_listen,listen,1608.0,LISTEN,zuhören::VI,zuhören [auf Gesprochenes achten],listen [pay attention to speech],слушать [обращать внимание на речь]
805_taste,taste,21.0,TASTE (SOMETHING),probieren[Essen]::VT,"probieren [eine Kostprobe nehmen von, abschmecken]",taste [sample the flavor of],пробовать [кушанье для оценки]
806_smell,smell,1586.0,SMELL (PERCEIVE),riechen::VT,riechen [den Geruch wahrnehmen von],smell [sense the smell of],нюхать [воспринимать запах чего-либо]
807_feel,feel,2559.0,FEEL (TACTUALLY),fühlen::VT,fühlen [spüren],feel [sense],чувствовать [ощущать]
808_seem,seem,1521.0,SEEM,scheinen::VI,scheinen [den Anschein haben],"seem [appear, be perceived as]",казаться [производить впечатление]
809_show,show,1868.0,VISIBLE,zu_sehen_sein::VI,zu_sehen_sein [sichtbar sein],show [be visible],виднеться [быть видным]
810_hear,hear,,,vernehmen::VT,"vernehmen [erfahren, zu hören bekommen]",hear [receive information about],"услышать, узнать [получить информацию о]"
811_becold,be cold,,,frieren::VI,frieren [Kälte verspüren],be cold [feel the sensation of coldness],"холодно [об ощущении холода, НАПР:``мне холодно'']"
812_do,do,813.0,DO,tun::VT,tun [BSP:``was tust du?''],do [EX:``what are you doing?''],делать [НАПР:``что ты делаешь?'']
813_can,can,972.0,BE ABLE,können::VI,können [in der Lage sein zu],can [be able to],мочь [быть в состоянии]
814_want,want,1784.0,WANT,wollen::VT,wollen [wünschen],want [desire],хотеть [иметь желание]
815_start,start,1806.0,BEGIN,anfangen::VT,anfangen [BSP:einen Streit],"start [initiate, EX:a quarrel]",начать [НАПР:спор]
816_finish,finish,1766.0,FINISH,beenden::VT,"beenden [zu Ende bringen, abschließen]",finish [EX:a piece of work],закончить [НАПР:работу]
817_stop,stop,,,aufhören::VI,aufhören [die aktuelle Tätigkeit sein lassen],stop [stop the current activity],перестать [прекратить действие]
818_succeed,succeed,1112.0,SUCCEED,gelingen::VI,"gelingen [glücken, Erfolg haben, gut ausfallen]",succeed [be successful],удаться [хорошо завершиться]
819_turnout,turn out,1723.0,RESULT IN,geraten::VI,"geraten [ausfallen, sich herausstellen als]","turn out [result, end up]",оказаться [получаться]
820_open,open,1156.0,OPEN,öffnen::VT,öffnen [BSP:ein Fenster],open [EX:a window],открыть [НАПР:окно]
821_close,close,1046.0,SHUT,schließen::VT,schließen [BSP:ein Fenster],close [EX:a window],закрыть [НАПР:окно]
822_put,put,,,stellen::VT,"stellen [aufrecht hinstellen, BSP:ein Glas]","put [in upright position, EX:a glass]","поставить [поместить вертикально, НАПР:стакан]"
823_place,place,,,setzen[Person]::VT,setzen [in eine sitzende Position bringen],place [cause someone to sit],"посадить [сделать так, чтобы кто-либо сел]"
824_lay,lay,2071.0,LAY (VERB),legen::VT,legen [BSP:Geld auf einen Tisch],lay [EX:money onto a table],класть [НАПР:деньги на стол]
825_touch,touch,1892.0,TOUCH,berühren::VT,berühren [in körperlichen Kontakt kommen mit],touch [make physical contact with],трогать [прикасаться]
826_connect,connect,2862.0,CONNECT,verbinden::VT,"verbinden [verknüpfen, BSP:mit Schnüren]","connect [join, EX:using strings]","связать [скрепить вместе, НАПР:верёвками]"
827_cover,cover,761.0,COVER,bedecken::VT,bedecken [BSP:ein Boot mit einer Plane],cover [EX:a boat using a canvas],покрыть [НАПР:лодку плёнкой]
828_hangup,hang up,357.0,HANG UP,aufhängen::VT,aufhängen [BSP:ein Bild],hang up [EX:a picture],повесить [НАПР:картину]
829_light,light,737.0,LIGHT (IGNITE),anzünden::VT,anzünden [BSP:eine Kerze],light [EX:a candle],зажечь [НАПР:свечу]
830_pickup,pick up,371.0,PICK UP,aufheben::VT,aufheben [vom Fußboden],pick up [from the floor],поднять [взять с пола]
831_leave,leave,,,zurücklassen::VT,zurücklassen [BSP:einen Mantel zu Hause],leave [EX:a coat at home],оставить [НАПР:пальто дома]
832_lose,lose,3072.0,MISPLACE,verlieren[Gegenstand]::VT,verlieren [BSP:einen Schlüssel],lose [EX:a key],потерять [НАПР:ключ]
833_drop,drop,2866.0,DROP (SOMETHING),fallen_lassen::VT,fallen_lassen [aus den Händen],drop [let fall from one's hands],уронить [выпустить из рук]
834_make,make,734.0,MAKE,machen::VT,"machen [anfertigen, hervorrufen]","make [create, bring about]","сделать [совершить, изготовить]"
835_produce,produce,2886.0,PRODUCE,herstellen::VT,herstellen [produzieren],produce [manufacture],изготовить [произвести]
836_build,build,1840.0,BUILD,bauen::VT,bauen [BSP:ein Haus],build [EX:a house],строить [НАПР:дом]
837_repairmend,"repair, mend",2243.0,REPAIR,reparieren::VT,reparieren [BSP:ein Auto],"repair, mend [EX:a car]",чинить [НАПР:машину]
838_improve,improve,2872.0,IMPROVE (SOMETHING),verbessern::VT,verbessern [besser machen],improve [make better],улучшить [сделать лучше]
839_alter,alter,1264.0,CHANGE,ändern::VT,ändern [anders machen],alter [make different],изменить [сделать иным]
840_dig,dig,1418.0,DIG,graben::VI,graben [in Erde],dig [in earth],"копать, рыть [землю]"
841_bow,bow,,,beugen::VT,beugen [BSP:den Arm],bow [EX:the arm],согнуть [НАПР:руку]
842_bend,bend,2224.0,BEND (SOMETHING),biegen[Gegenstand]::VT,biegen [BSP:ein Rohr],bend [EX:a pipe],погнуть [НАПР:трубу]
843_spin,spin,,,drehen::VT,drehen [BSP:einen Spieß],spin [EX:a skewer],вертеть [НАПР:вертел]
844_turnover,turn over,1445.0,TURN (SOMETHING),wenden::VT,"wenden [BSP:Pfannkuchen, Fleischstücke]","turn over [EX:pancakes, pieces of meat]","перевернуть [положить на другую сторону, НАПР:блины, куски мяса]"
845_turnturnaround,"turn, turn around",,,umdrehen::VT,umdrehen [BSP:die Hand],"turn, turn around [EX:palm]","повернуть, поворачивать [НАПР:ладонь]"
846_raise,raise,,,heben[Hand]::VT,heben [BSP:die Hand],raise [EX:one's hand],"поднимать [переместить в верхнее положение, НАПР:руку, голову]"
847_lift,lift,501.0,LIFT,hochheben::VT,hochheben [BSP:eine Kiste],lift [EX:a box],"поднять [что-то тяжёлое, НАПР:ящик]"
848_seize,seize,855.0,SEIZE,ergreifen::VT,"ergreifen [in die Hand nehmen, BSP:ein Messer]","seize [grab, EX:a knife]","схватить [хватать, НАПР:нож]"
849_hold,hold,1448.0,HOLD,halten[Gegenstand]::VT,halten [in Händen],hold [in one's hands],держать [в руках]
850_press,press,1913.0,PRESS,drücken::VT,drücken [Druck erzeugen auf],press [exert weight or force against],нажимать [надавливать]
851_push,push,1452.0,PUSH,schieben::VT,schieben [BSP:eine Kiste],"push [shove, EX:a box]",толкать [НАПР:ящик]
852_scrape,scrape,1767.0,SCRAPE,kratzen[Gegenstand]::VT,kratzen [BSP:mit Messer auf Teller],scrape [EX:a plate using a knife],скрести [НАПР:ножом по тарелке]
853_lick,lick,319.0,LICK,lecken::VT,lecken [BSP:eine Wunde],lick [EX:a wound],лизать [НАПР:рану]
854_bite,bite,1403.0,BITE,beißen::VT,"beißen [BSP:ein Kind, von einem Hund]","bite [EX:a child, of a dog]","кусать, укусить [НАПР:собака укусила ребёнка]"
855_tearoff,tear off,,,abreißen::VT,abreißen [BSP:Arm einer Puppe],tear off [EX:a doll's arm],оторвать [НАПР:руку у куклы]
856_cutoff,cut off,,,abschneiden::VT,abschneiden [BSP:ein Stück Kuchen],cut off [EX:a piece of cake],отрезать [НАПР:кусок пирога]
857_tie,tie,1917.0,TIE,binden::VT,binden [BSP:mit einem Seil],tie [EX:using a rope],связать [НАПР:верёвкой]
858_stick,stick,,,stecken::VT,"stecken [hineinstecken, BSP:Zweig in Loch]",stick [EX:a twig into a hole],воткнуть [НАПР:палку в землю]
859_break,break,680.0,BREAK (DESTROY OR GET DESTROYED),brechen::VI,brechen [BSP:einen Knochen],break [EX:a bone],сломать [НАПР:кость]
860_knock,knock,2396.0,KNOCK,klopfen::VI,klopfen [BSP:an eine Wand],knock [EX:on a wall],стучать [НАПР:по стене]
861_hit,hit,3309.0,STRIKE (SOMETHING),hauen::VT,hauen [BSP:auf einen Tisch],"hit [on purpose, EX:a table]",ударить [EX:по столу]
862_glue,glue,1069.0,GLUE,kleben::VT,kleben [BSP:ein Plakat an eine Wand],glue [EX:a poster to a wall],"клеить, приклеить [НАПР:афишу к стене]"
863_rub,rub,1449.0,RUB,reiben::VT,"reiben [reiben an, BSP:das Glas mit einem Tuch]",rub [EX:glass with a rag],тереть [НАПР:мехом о камень]
864_spread,spread,38.0,SPREAD OUT,streichen[Substanz]::VT,"streichen [aufstreichen, BSP:Fett auf Oberfläche]",spread [EX:fat on a surface],намазать [НАПР:жир на поверхность]
865_sharpen,sharpen,251.0,SHARPEN (SOMETHING),schärfen::VT,schärfen [BSP:ein Messer],sharpen [EX:a knife],точить [НАПР:нож]
866_cut,cut,1432.0,CUT,schneiden::VT,schneiden [BSP:Papier],cut [EX:paper],резать [НАПР:бумагу]
867_jog,jog,2899.0,JOG (SOMETHING),rütteln::VI,rütteln [BSP:an einer Tür],jog [EX:on a door],шатать [НАПР:дверь]
868_shake,shake,1909.0,SHAKE,schütteln::VT,schütteln [BSP:eine Flasche],shake [EX:a bottle],трясти [НАПР:бутылку]
869_swing,swing,2901.0,SWING (SOMETHING),schwenken::VT,"schwenken [BSP:eine Fahne, ein Tuch]","swing [EX:a flag, cloth]","махать [НАПР:знаменем, платком]"
870_pour,pour,1487.0,POUR,schütten::VT,schütten [BSP:Wasser in ein Glas],pour [EX:water into a glass],налить [НАПР:воду в стакан]
871_fill,fill,2006.0,FILL,füllen::VT,füllen [BSP:ein Glas mit Wasser],fill [EX:a glass with water],наполнить [НАПР:стакан водой]
872_wrap,wrap,1113.0,WRAP,einwickeln::VT,einwickeln [BSP:einen Fisch mit Papier],wrap [EX:a fish in paper],завернуть [НАПР:рыбу в бумагу]
873_carry,carry,700.0,CARRY,tragen[Gegenstand]::VT,tragen [BSP:eine Kiste],carry [EX:a box],нести [НАПР:ящик]
874_drag,drag,2030.0,DRAG,schleppen::VT,schleppen [BSP:Baumstamm],drag [EX:the trunk of a tree],тащить [НАПР:ствол дерева]
875_pull,pull,1455.0,PULL,ziehen::VT,ziehen [BSP:an einer Schnur],pull [EX:a rope],тянуть [НАПР:верёвку]
876_keep,keep,1477.0,KEEP,aufbewahren::VT,aufbewahren [BSP:Lebensmittel Geld],"keep [EX:food, money]","хранить [НАПР:продукты, деньги]"
877_throw,throw,1456.0,THROW,werfen::VT,werfen [BSP:einen Ball],throw [EX:a ball],бросать [НАПР:мяч]
878_catch,catch,702.0,CATCH,fangen[Ball]::VT,"fangen [auffangen, BSP:Ball]",catch [EX:a ball],ловить [НАПР:мяч]
879_grab,grab,,,packen::VT,packen [BSP:jemandes Arm],grab [EX:someone's arm],схватить [НАПР:за руку]
880_hide,hide,2485.0,HIDE (ONESELF),verstecken::VT,verstecken [],hide [],спрятать []
881_divide,divide,1119.0,DIVIDE,teilen::V,teilen [zerteilen],divide [split into parts],разделить [разъединить]
882_send,send,1127.0,SEND,schicken[Brief]::VT,schicken [BSP: einen Brief],send [EX:a letter],посылать [НАПР:письмо]
883_bring,bring,692.0,BRING,bringen::VT,bringen [],bring [],принести []
884_add,add,2882.0,ADD,hinzufügen::VT,hinzufügen [],add [],добавить []
885_get,get,,,bekommen::VT,"bekommen [beschaffen, sich verschaffen]","get [obtain, EX:an important item]",достать []
886_receive,receive,694.0,GET,erhalten::VT,erhalten [empfangen],receive [be given],получить []
887_take,take,1749.0,TAKE,nehmen::VT,nehmen [],take [],взять []
888_choose,choose,1750.0,CHOOSE,wählen::VT,wählen [die Wahl haben zwischen],choose [],выбрать []
889_select,select,,,auswählen::VT,"auswählen [sich entscheiden zwischen, aussuchen]",select [],отобрать []
890_preserve,preserve,1997.0,PRESERVE,bewahren::VT,"bewahren [aufrechterhalten, unverändert lassen]",preserve [],сохранить []
891_hinder,hinder,554.0,HINDER,behindern::VT,behindern [],hinder [],препятствовать [НАПР:движению]
892_spoil,spoil,92.0,SPOIL (SOMEBODY OR SOMETHING),verderben[Laune]::VT,verderben [BSP:Laune],spoil [EX:the mood],испортить [НАПР:настроение]
893_damage,damage,1116.0,DAMAGE,beschädigen::VT,"beschädigen [BSP:Haus, Fahrzeug]","damage [EX:a house, a vehicle]","повредить [НАПР:дом, машину]"
894_break,break,2558.0,BREAK (CLEAVE),zerbrechen::VT,zerbrechen [BSP:einen Teller],break [EX:a plate],разбить [НАПР:тарелку]
895_tear,tear,1735.0,TEAR (SHRED),zerreißen::VT,zerreißen [BSP:Lappen],tear [EX:a cloth],разорвать [НАПР:тряпку]
896_destroy,destroy,681.0,DESTROY,zerstören::VT,zerstören [BSP:Dorf],destroy [EX:a village],разрушить [НАПР:село]
897_burn,burn,141.0,BURN (SOMETHING),verbrennen::VT,"verbrennen [BSP:Papier, Holz]","burn [EX:paper, wood]","сжечь [НАПР:бумагу, дрова]"
898_give,give,1447.0,GIVE,geben::VT,"geben [allgemein, BSP:Gegenstand]",give [],дать []
899_hand,hand,,,reichen::VT,"reichen [hinüberreichen, BSP:dsa Salz bei Tisch]",hand [BSP:salt at table],передать [НАПР:соль за столом]
900_give,give,196.0,DONATE,schenken::VT,schenken [BSP:ein Buch],"give [as a present, EX:a book]",дарить [НАПР:книгу]
901_promise,promise,1675.0,PROMISE,versprechen::VT,versprechen [],promise [],обещать []
902_wish,wish,,,jm_wünschen::VI,"jm_wünschen [jm etwas, BSP:Glück]",wish [ЕX:luck],желaть [НАПР:счастья]
903_praise,praise,3455.0,COMMEND,loben::VT,loben [],praise [],хвалить []
904_kiss,kiss,578.0,KISS,küssen::VT,küssen [],kiss [],целовать []
905_rock,rock,,,wiegen[Kind]::VT,wiegen [ein Kind in den Schlaf],rock [a child],качать [ребёнка]
906_cover,cover,,,zudecken::VT,zudecken [BSP:ein Kind mit einer Decke],cover [EX:a child with a blanket],накрыть [НАПР:ребёнка одеялом]
907_wake,wake,3174.0,WAKE UP (SOMEONE),wecken::VT,wecken [],wake [],разбудить []
908_show,show,1039.0,SHOW,zeigen::VT,zeigen [],show [],показать []
909_guide,guide,43.0,LEAD (GUIDE),führen[geleiten]::VT,führen [BSP:ans Ziel],guide [EX:to one's destination],вести [НАПР:к цели]
910_teach,teach,709.0,TEACH,lehren::VT,"lehren [beibringen, BSP:Schwimmen, Nähen]","teach [EX:to swim, to sew]","учить [НАПР:плавать, шитью]"
911_instruct,instruct,,,unterrichten[Student]::VT,unterrichten [BSP:Kinder],instruct [EX:children],"преподавать, обучать [НАПР:детям]"
912_bringup,bring up,2134.0,RAISE (BRING UP),aufziehen[Kind]::VT,"aufziehen [großziehen, BSP:ein Kind]","bring up [raise, ЕX:a child]",растить [НАПР:ребёнка]
913_lead,lead,43.0,LEAD (GUIDE),leiten::VT,leiten [anführen],lead [],руководить []
914_urge,urge,2881.0,URGE (SOMEONE),antreiben::VT,antreiben [zur Eile treiben],urge [],подгонять [торопить]
915_let,let,2896.0,CAUSE TO (LET),lassen[Kausativ]::VT,lassen [],let [],заставить [кого-либо сделать что-то]
916_invite,invite,1611.0,INVITE,einladen[Gast]::VT,einladen [nach Hause],invite [to one's place],пригласить [домой]
917_unite,unite,1743.0,JOIN,vereinigen::VT,vereinigen [],unite [],объединить []
918_visit,visit,1377.0,VISIT,besuchen[Person]::VT,besuchen [BSP:einen Freund],visit [EX:a friend],"повидать, посетить [НАПР:друга]"
919_meet,meet,1831.0,MEET,treffen[Person]::VT,treffen [jemanden],meet [someone],встретить [кого-то]
920_assemble,assemble,3638.0,ASSEMBLE (GET TOGETHER),sich_versammeln::VI,sich_versammeln [von einer Gruppe],assemble [of a group],собраться [о группе]
921_play,play,1413.0,PLAY,spielen::VI,spielen [BSP:von Kindern],play [EX:of children],играть [НАПР:о детях]
922_sing,sing,1261.0,SING,singen::VI,singen [],sing [],петь []
923_dance,dance,1879.0,DANCE,tanzen::VI,tanzen [],dance [],"плясать, танцевать []"
924_separate,separate,1359.0,SEPARATE,sich_trennen[Gruppe]::VI,sich_trennen [verschiedener Wege gehen],separate [part ways],разойтись []
925_leave,leave,,,verlassen[Mensch]::VT,verlassen [jemanden],leave [someone],покинуть [кого-то]
926_rescue,rescue,2008.0,RESCUE,retten::VT,retten [jemanden],rescue [someone],спасти [кого-то]
927_guard,guard,1940.0,GUARD,bewachen::VT,bewachen [BSP:Gebäude],guard [EX:a building],охранять [НАПР:здание]
928_protect,protect,2900.0,PROTECT,schützen::VT,schützen [Person],protect [a person],уберегать [человека]
929_defend,defend,1330.0,DEFEND,verteidigen::VT,"verteidigen [BSP:Stadt, Staat]","defend [EX:city, state]","защитить [НАПР:город, государство]"
930_brawl,brawl,2902.0,BRAWL (FIGHT),sich_schlagen::VI,sich_schlagen [sich prügeln],brawl [],драться []
931_shoot,shoot,1172.0,SHOOT,schießen::VI,schießen [BSP:mit einem Gewehr],shoot [EX:with a gun],стрелять [НАПР:из ружья]
932_win,win,866.0,WIN,siegen::VI,siegen [],win [],победить []
933_annoy,annoy,2892.0,MAKE ANGRY (ANNOY),ärgern::VT,ärgern [],annoy [],сердить []
934_beat,beat,3308.0,STRIKE (SOMEONE),schlagen[Mensch]::VT,schlagen [jemanden],beat [someone],ударить [кого-то]
935_kick,kick,1135.0,KICK,treten::VT,"treten [jemanden, einen Hund]","kick [someone, a dog]","пнуть [кого-то, собаку]"
936_sting,sting,571.0,STING,stechen::VT,stechen [BSP:mit einer Nadel],sting [EX:with a needle],уколоть [НАПР:иглой]
937_shove,shove,,,stoßen::VT,stoßen [jemanden],shove [someone],толкнуть [кого-то]
938_steal,steal,713.0,STEAL,stehlen::VT,stehlen [],steal [],украсть []
939_disturb,disturb,2883.0,DISTURB,stören::VT,stören [],disturb [],помешать []
940_bother,bother,2869.0,BOTHER (HARASS),belästigen::VT,belästigen [],bother [],"беспокоить, потревожить []"
941_conceal,conceal,602.0,HIDE (CONCEAL),verbergen::VT,verbergen [BSP:eine Tatsache],conceal [EX:a fact],скрыть [НАПР:факт]
942_deceive,deceive,3230.0,DECEIVE,täuschen::VT,täuschen [in die Irre führen],deceive [],обмануть [ввести в заблуждение]
943_cheat,cheat,3055.0,SWINDLE,betrügen::VT,betrügen [BSP:jemanden um Geld],cheat [EX:someone of money],смошенничать []
944_kill,kill,1417.0,KILL,töten::VT,töten [],kill [],убить []
945_dwell,dwell,363.0,"DWELL (LIVE, RESIDE)",wohnen::VI,wohnen [],dwell [],"проживать, жить []"
946_work,work,1086.0,WORK (ACTIVITY),arbeiten::VI,arbeiten [],work [],работать []
947_gather,gather,7.0,GATHER,sammeln::VT,"sammeln [BSP:Pilze, Beeren]","gather [EX:mushrooms, berries]","собрать [НАПР:грибы, ягоды]"
948_pick,pick,2148.0,PICK,pflücken::VT,pflücken [BSP:einen Apfel],pick [EX:an apple],рвать [НАПР:яблоко с дерева]
949_hunt,hunt,1435.0,HUNT,jagen::VI,jagen [auf die Jagd gehen],hunt [],охотиться []
950_fish,fish,2638.0,FISHING,fischen::VI,fischen [],fish [catch fish],рыбачить [ловить рыбу]
951_catch,catch,,,fangen[Tier]::VT,"fangen [erbeuten, fangen]",catch [an animal],поймать [животное на охоте]
952_herd,herd,2885.0,HERD (SOMETHING),hüten[Vieh]::VT,hüten [Vieh],herd [cattle],пасти [скот]
953_drive,drive,2868.0,DRIVE (CATTLE),treiben[Vieh]::VT,treiben [Vieh],drive [cattle],гнать [скот]
954_tieup,tie up,2891.0,TIE UP (TETHER),anbinden::VT,anbinden [ein Tier],tie up [an animal],привязать [животное]
955_feed,feed,739.0,FEED,füttern::VT,füttern [ein Tier],feed [an animal],кормить [животное]
956_milk,milk,93.0,DRAW MILK,melken::VT,melken [eine Kuh],milk [a cow],доить [корову]
957_chop,chop,2149.0,CHOP (INTO PIECES),hacken::VT,hacken [BSP:Kohl],chop [EX:kale],рубить [НАПР:капусту]
958_water,water,3078.0,IRRIGATE,gießen[Pflanze]::VT,gießen [BSP:Blumen],water [EX:flowers],полить [НАПР:цветы]
959_ripen,ripen,179.0,RIPEN,reifen::VI,"reifen [von einer Pflanze, einer Frucht]","ripen [of a plant, of a fruit]","созреть [о растении, о плоде]"
960_cook,cook,1100.0,COOK (SOMETHING),zubereiten::VT,zubereiten [BSP:eine Speise],cook [EX:a meal],приготовить [НАПР:блюдо]
961_boil,boil,2492.0,BOIL (SOMETHING),kochen::VT,kochen [BSP:Gemüse],boil [EX:vegetables],варить [НАПР:овощи]
962_bake,bake,183.0,BAKE,backen::VT,"backen [BSP:Brot, einen Kuchen]","bake [EX:bread, a cake]","печь [НАПР:хлеб, пирог]"
963_fry,fry,991.0,FRY,braten::VT,braten [BSP:Fleisch],fry [EX:meat],жарить [НАПР:мясо]
964_stir,stir,696.0,STIR,umrühren::VT,umrühren [BSP:Suppe],stir [EX:soup],"помешать, перемешать [НАПР:суп]"
965_knit,knit,2905.0,KNIT,stricken::VT,stricken [BSP:eine Jacke],knit [EX:a jacket],вязать [НАПР:кофту]
966_sew,sew,1457.0,SEW,nähen::VT,nähen [],sew [],шить []
967_dye,dye,157.0,DYE,färben::VT,färben [BSP:Haare],dye [EX:hair],покрасить [НАПР:волосы]
968_clean,clean,2235.0,CLEAN (SOMETHING),reinigen::VT,reinigen [BSP:mit einer Bürste],clean [EX:using a brush],"очистить, почистить [НАПР:щёткой]"
969_wash,wash,1453.0,WASH,waschen::VT,waschen [BSP:Wäsche],wash [EX:clothes],стирать [НАПР:бельё]
970_wipe,wipe,1454.0,WIPE,abwischen::VT,abwischen [],wipe [],вытереть []
971_rinse,rinse,2904.0,RINSE,spülen::VT,"spülen [BSP:Wäsche, Geschirr]","rinse [EX:clothes, dishes]","полоскать [НАПР:бельё, посуду]"
972_sweep,sweep,230.0,SWEEP,fegen::VT,fegen [BSP:Zimmer],sweep [EX:a room],подметать [НАПР:комнату]
973_sweep,sweep,,,kehren::VT,kehren [BSP:Laub],sweep [EX:leaves],"мести [НАПР:листья, двор]"
974_bath,bath,138.0,BATHE,baden::VI,baden [BSP:in einem Fluss],bath [EX:in a river],купаться [НАПР:в реке]
975_wash,wash,3371.0,WASH (ONESELF),sich_waschen::VI,sich_waschen [],wash [],мыться []
976_takeoff,take off,1755.0,UNDRESS,ausziehen[Kleidung]::VT,ausziehen [BSP:den Mantel],take off [EX:one's coat],снять [НАПР:пальто]
977_puton,put on,158.0,PUT ON,anziehen[Kleidung]::VT,anziehen [BSP:den Mantel],put on [EX:one's coat],надеть [НАПР:пальто]
978_getdressed,get dressed,814.0,DRESS UP,sich_anziehen::VI,sich_anziehen [],get dressed [],одеться []
979_comb,comb,2070.0,COMB (VERB),kämmen::VT,kämmen [],comb [],"причесать [кого-то, НАПР:дочь]"
980_decorate,decorate,1739.0,DECORATE,schmücken::VT,schmücken [BSP:ein Haus],decorate [EX:a house],украсить [НАПР:дом]
981_say,say,1458.0,SAY,sagen::VT,sagen [],say [],сказать []
982_speak,speak,1623.0,SPEAK,sprechen::VI,sprechen [],speak [],говорить []
983_talk,talk,2708.0,TALK,reden[miteinander]::VI,reden [],talk [],разговаривать []
984_chat,chat,2903.0,CHAT (WITH SOMEBODY),sich_unterhalten::VI,sich_unterhalten [],chat [],беседовать []
985_ask,ask,1309.0,ASK (INQUIRE),fragen::VI,fragen [],ask [],спросить []
986_request,request,1828.0,ASK (REQUEST),bitten::VT,bitten [],request [],просить []
987_tell,tell,1711.0,TELL,erzählen::VT,erzählen [],tell [],рассказать []
988_convey,convey,2898.0,CONVEY (A MESSAGE),mitteilen::VT,mitteilen [],convey [],сообщить []
